ticket_id,day_of_week,day_of_week_num,company_id,company_size,company_size_cat,industry,industry_cat,customer_tier,customer_tier_cat,org_users,region,region_cat,past_30d_tickets,past_90d_incidents,product_area,product_area_cat,booking_channel,booking_channel_cat,reported_by_role,reported_by_role_cat,customers_affected,error_rate_pct,downtime_min,payment_impact_flag,security_incident_flag,data_loss_flag,has_runbook,customer_sentiment,customer_sentiment_cat,description_length,priority,priority_cat
1000000034,Mon,1,100001,Small,1,ecommerce,2,Basic,1,87,APAC,3,7,2,billing,2,web,1,support,1,1,1.297425879,0,0,0,0,1,neutral,2,220,low,1
1000000035,Wed,3,100007,Large,3,media,7,Enterprise,3,5757,AMER,1,3,2,mobile,3,email,2,support,1,135,12.37120565,12,0,0,0,1,neutral,2,271,high,3
1000000036,Tue,2,100006,Small,1,logistics,6,Basic,1,73,AMER,1,2,1,notifications,6,web,1,support,1,5,1.546358675,0,0,0,0,0,negative,1,371,low,1
1000000037,Mon,1,100017,Small,1,saas_b2b,3,Basic,1,150,APAC,3,2,0,mobile,3,web,1,devops,2,0,0,14,0,0,0,0,negative,1,251,low,1
1000000038,Mon,1,100023,Small,1,healthcare,5,Basic,1,101,AMER,1,0,0,notifications,6,chat,3,support,1,5,2.785187346,0,0,0,0,0,neutral,2,299,low,1
1000000039,Tue,2,100019,Small,1,ecommerce,2,Plus,2,332,AMER,1,1,2,mobile,3,email,2,support,1,13,1.740835929,49,0,0,0,1,negative,1,279,medium,2
1000000040,Wed,3,100002,Large,3,fintech,1,Enterprise,3,5223,AMER,1,14,3,auth,1,phone,4,c_level,5,111,2.298085862,5,0,0,0,1,neutral,2,450,high,3
1000000041,Fri,5,100007,Large,3,media,7,Enterprise,3,5757,EMEA,2,5,1,mobile,3,email,2,devops,2,43,1.283888451,16,0,0,0,0,neutral,2,295,medium,2
1000000042,Wed,3,100008,Small,1,media,7,Basic,1,82,APAC,3,4,0,mobile,3,email,2,support,1,4,2.612966584,0,0,0,0,0,neutral,2,333,low,1
1000000043,Tue,2,100023,Small,1,healthcare,5,Basic,1,101,AMER,1,2,1,notifications,6,web,1,devops,2,15,2.683907325,17,0,0,0,0,neutral,2,343,medium,2
1000000044,Mon,1,100023,Small,1,healthcare,5,Basic,1,101,AMER,1,2,0,auth,1,email,2,support,1,37,14.5968942,28,0,0,0,0,neutral,2,517,high,3
1000000045,Mon,1,100025,Medium,2,saas_b2b,3,Plus,2,547,EMEA,2,4,2,notifications,6,chat,3,support,1,28,8.404124895,19,0,0,0,0,neutral,2,440,medium,2
1000000046,Fri,5,100007,Large,3,media,7,Enterprise,3,5757,EMEA,2,8,4,notifications,6,email,2,support,1,2349,2.964021917,3,0,0,0,1,negative,1,539,high,3
1000000047,Fri,5,100002,Large,3,fintech,1,Enterprise,3,5223,AMER,1,12,1,billing,2,phone,4,support,1,370,0.160973658,0,1,0,0,0,neutral,2,504,high,3
1000000048,Fri,5,100009,Medium,2,media,7,Enterprise,3,639,EMEA,2,3,3,analytics,5,web,1,devops,2,16,3.820267202,7,0,0,0,1,neutral,2,349,low,1
1000000049,Fri,5,100019,Small,1,ecommerce,2,Plus,2,332,AMER,1,5,1,billing,2,email,2,support,1,34,5.307834823,0,0,0,0,1,neutral,2,304,low,1
1000000050,Fri,5,100002,Large,3,fintech,1,Enterprise,3,5223,AMER,1,4,5,billing,2,email,2,product_manager,3,397,2.813483085,4,0,0,0,1,neutral,2,357,high,3
1000000051,Mon,1,100007,Large,3,media,7,Enterprise,3,5757,AMER,1,8,3,analytics,5,phone,4,product_manager,3,970,2.67198852,0,0,0,0,1,negative,1,551,medium,2
1000000052,Mon,1,100002,Large,3,fintech,1,Enterprise,3,5223,AMER,1,8,0,analytics,5,web,1,support,1,52,1.394195749,16,0,0,0,1,neutral,2,485,medium,2
1000000053,Wed,3,100024,Medium,2,healthcare,5,Enterprise,3,572,EMEA,2,4,2,data_pipeline,4,email,2,support,1,48,1.139699172,0,0,0,0,1,neutral,2,230,low,1
1000000054,Fri,5,100024,Medium,2,healthcare,5,Enterprise,3,572,EMEA,2,3,3,auth,1,web,1,support,1,166,0.950696952,0,0,0,0,0,neutral,2,368,medium,2
1000000055,Thu,4,100023,Small,1,healthcare,5,Basic,1,101,AMER,1,3,0,notifications,6,web,1,support,1,2,6.243944687,17,0,0,0,0,negative,1,323,low,1
1000000056,Fri,5,100023,Small,1,healthcare,5,Basic,1,101,AMER,1,4,2,analytics,5,web,1,support,1,5,3.483323326,0,0,0,0,1,neutral,2,368,low,1
1000000057,Tue,2,100018,Large,3,saas_b2b,3,Plus,2,5721,AMER,1,11,3,billing,2,chat,3,devops,2,588,1.796291587,10,0,0,0,1,negative,1,493,medium,2
1000000058,Wed,3,100007,Large,3,media,7,Enterprise,3,5757,AMER,1,8,0,notifications,6,chat,3,product_manager,3,166,6.033734302,0,0,0,0,1,neutral,2,585,medium,2
1000000059,Thu,4,100007,Large,3,media,7,Enterprise,3,5757,EMEA,2,7,6,notifications,6,web,1,support,1,412,3.844552579,0,0,0,0,1,neutral,2,390,medium,2
1000000060,Wed,3,100015,Small,1,media,7,Basic,1,126,APAC,3,3,3,analytics,5,chat,3,support,1,0,2.43558542,0,0,0,0,1,neutral,2,288,low,1
1000000061,Tue,2,100001,Small,1,ecommerce,2,Basic,1,87,APAC,3,2,1,mobile,3,email,2,devops,2,9,2.825975042,42,0,0,0,0,negative,1,294,medium,2
1000000062,Mon,1,100008,Small,1,media,7,Basic,1,82,APAC,3,2,3,billing,2,email,2,devops,2,5,2.073982535,37,0,0,0,0,neutral,2,254,medium,2
1000000063,Fri,5,100022,Medium,2,saas_b2b,3,Enterprise,3,596,EMEA,2,4,4,mobile,3,chat,3,devops,2,8,3.897792311,16,0,0,0,1,positive,3,416,medium,2
1000000064,Tue,2,100018,Large,3,saas_b2b,3,Plus,2,5721,AMER,1,5,4,analytics,5,phone,4,devops,2,260,1.349495093,0,0,0,0,0,,0,387,medium,2
1000000065,Mon,1,100009,Medium,2,media,7,Enterprise,3,639,EMEA,2,4,3,data_pipeline,4,web,1,support,1,96,2.921041798,0,0,0,0,1,positive,3,403,medium,2
1000000066,Wed,3,100002,Large,3,fintech,1,Enterprise,3,5223,AMER,1,13,4,notifications,6,web,1,product_manager,3,274,2.99374017,6,0,0,0,1,neutral,2,466,medium,2
1000000067,Tue,2,100002,Large,3,fintech,1,Enterprise,3,5223,AMER,1,5,5,billing,2,web,1,finance,4,1770,0.717721944,0,0,0,0,1,neutral,2,426,high,3
1000000068,Wed,3,100005,Large,3,logistics,6,Plus,2,4799,EMEA,2,7,3,mobile,3,chat,3,support,1,265,10.68761259,23,0,0,0,1,neutral,2,485,high,3
1000000069,Tue,2,100007,Large,3,media,7,Enterprise,3,5757,AMER,1,8,3,analytics,5,email,2,support,1,363,2.218473015,17,0,0,0,1,neutral,2,438,high,3
1000000070,Thu,4,100010,Large,3,saas_b2b,3,Plus,2,5353,AMER,1,10,2,notifications,6,web,1,devops,2,619,3.934967613,28,0,0,0,1,positive,3,438,high,3
1000000071,Tue,2,100002,Large,3,fintech,1,Enterprise,3,5223,APAC,3,6,3,notifications,6,web,1,devops,2,707,0.464067145,20,0,0,0,1,negative,1,371,high,3
1000000072,Mon,1,100009,Medium,2,media,7,Enterprise,3,639,EMEA,2,6,1,data_pipeline,4,phone,4,devops,2,75,1.452680995,0,0,0,0,1,neutral,2,343,low,1
1000000073,Thu,4,100010,Large,3,saas_b2b,3,Plus,2,5353,EMEA,2,5,2,notifications,6,email,2,product_manager,3,362,3.717943255,0,0,0,0,0,neutral,2,407,medium,2
1000000074,Fri,5,100014,Small,1,fintech,1,Basic,1,133,EMEA,2,4,3,analytics,5,chat,3,support,1,3,2.270773755,6,0,0,0,1,neutral,2,272,low,1
1000000075,Mon,1,100018,Large,3,saas_b2b,3,Plus,2,5721,AMER,1,7,4,analytics,5,chat,3,support,1,308,0.843869427,0,0,0,0,1,neutral,2,384,low,1
1000000076,Wed,3,100003,Small,1,media,7,Plus,2,100,AMER,1,5,1,mobile,3,phone,4,support,1,14,7.477836574,0,0,0,0,0,neutral,2,463,low,1
1000000077,Thu,4,100013,Medium,2,media,7,Plus,2,701,APAC,3,3,3,analytics,5,chat,3,support,1,12,0.244087866,0,0,0,0,1,neutral,2,400,low,1
1000000078,Mon,1,100016,Medium,2,ecommerce,2,Basic,1,454,APAC,3,3,2,mobile,3,email,2,support,1,16,0,31,0,0,0,0,neutral,2,308,low,1
1000000079,Mon,1,100002,Large,3,fintech,1,Enterprise,3,5223,AMER,1,10,8,notifications,6,web,1,c_level,5,182,7.080086818,35,0,0,0,1,negative,1,506,high,3
1000000080,Thu,4,100002,Large,3,fintech,1,Enterprise,3,5223,AMER,1,11,4,mobile,3,phone,4,support,1,238,0.647522969,11,0,0,0,1,neutral,2,409,medium,2
1000000081,Wed,3,100025,Medium,2,saas_b2b,3,Plus,2,547,EMEA,2,0,0,data_pipeline,4,chat,3,product_manager,3,40,1.564738639,38,0,0,0,0,neutral,2,137,medium,2
1000000082,Wed,3,100012,Small,1,gaming,4,Basic,1,71,APAC,3,0,0,mobile,3,email,2,finance,4,1,0.926469817,0,0,0,0,0,neutral,2,201,low,1
1000000083,Mon,1,100019,Small,1,ecommerce,2,Plus,2,332,AMER,1,0,0,auth,1,web,1,devops,2,0,2.033814286,11,0,0,0,1,positive,3,206,low,1
1000000084,Wed,3,100016,Medium,2,ecommerce,2,Basic,1,454,APAC,3,1,0,mobile,3,web,1,support,1,46,1.59308273,0,0,0,0,0,neutral,2,368,low,1
1000000085,Fri,5,100009,Medium,2,media,7,Enterprise,3,639,EMEA,2,4,2,auth,1,email,2,support,1,253,7.197873504,48,0,0,0,1,neutral,2,504,high,3
1000000086,Wed,3,100013,Medium,2,media,7,Plus,2,701,APAC,3,2,1,data_pipeline,4,web,1,devops,2,107,10.08777871,58,0,0,0,1,neutral,2,555,high,3
1000000087,Thu,4,100013,Medium,2,media,7,Plus,2,701,APAC,3,3,4,notifications,6,chat,3,support,1,19,4.031898813,24,0,0,0,0,negative,1,385,medium,2
1000000088,Tue,2,100005,Large,3,logistics,6,Plus,2,4799,AMER,1,4,4,data_pipeline,4,chat,3,support,1,473,2.06738979,48,0,0,0,1,positive,3,433,high,3
1000000089,Mon,1,100013,Medium,2,media,7,Plus,2,701,APAC,3,4,1,mobile,3,web,1,support,1,28,2.982021357,0,0,0,0,1,neutral,2,274,low,1
1000000090,Wed,3,100006,Small,1,logistics,6,Basic,1,73,AMER,1,3,1,notifications,6,web,1,support,1,6,25.89009068,0,0,0,0,0,neutral,2,316,low,1
1000000091,Wed,3,100018,Large,3,saas_b2b,3,Plus,2,5721,AMER,1,5,3,auth,1,email,2,devops,2,418,19.04889204,34,0,0,0,1,neutral,2,284,high,3
1000000092,Mon,1,100018,Large,3,saas_b2b,3,Plus,2,5721,EMEA,2,11,3,data_pipeline,4,email,2,support,1,111,8.272118851,18,0,0,0,1,neutral,2,336,medium,2
1000000093,Mon,1,100017,Small,1,saas_b2b,3,Basic,1,150,APAC,3,3,4,notifications,6,web,1,support,1,10,2.039614559,0,0,0,0,0,positive,3,392,low,1
1000000094,Fri,5,100015,Small,1,media,7,Basic,1,126,APAC,3,5,1,mobile,3,web,1,product_manager,3,10,0.720823536,0,0,0,0,0,negative,1,355,low,1
1000000095,Wed,3,100018,Large,3,saas_b2b,3,Plus,2,5721,AMER,1,3,0,analytics,5,email,2,support,1,344,5.647782707,21,0,0,0,1,positive,3,484,medium,2
1000000096,Thu,4,100025,Medium,2,saas_b2b,3,Plus,2,547,EMEA,2,2,3,analytics,5,web,1,product_manager,3,12,3.670496472,0,0,0,0,0,neutral,2,274,low,1
1000000097,Mon,1,100025,Medium,2,saas_b2b,3,Plus,2,547,EMEA,2,3,1,auth,1,phone,4,support,1,152,3.082524871,0,0,0,0,1,neutral,2,427,low,1
1000000098,Mon,1,100008,Small,1,media,7,Basic,1,82,APAC,3,2,4,auth,1,email,2,support,1,16,6.892984933,0,0,0,0,0,neutral,2,302,low,1
1000000099,Fri,5,100024,Medium,2,healthcare,5,Enterprise,3,572,EMEA,2,5,4,billing,2,chat,3,finance,4,5,8.714041556,0,1,0,0,1,neutral,2,272,medium,2
1000000100,Fri,5,100016,Medium,2,ecommerce,2,Basic,1,454,APAC,3,1,3,auth,1,email,2,support,1,45,6.360763846,0,0,0,0,1,negative,1,333,low,1
1000000101,Mon,1,100025,Medium,2,saas_b2b,3,Plus,2,547,EMEA,2,4,1,data_pipeline,4,web,1,support,1,177,0.897106409,0,0,0,0,1,positive,3,481,low,1
1000000102,Thu,4,100002,Large,3,fintech,1,Enterprise,3,5223,AMER,1,5,2,notifications,6,chat,3,devops,2,359,6.581232458,0,0,0,0,1,neutral,2,367,medium,2
1000000103,Thu,4,100002,Large,3,fintech,1,Enterprise,3,5223,AMER,1,9,2,data_pipeline,4,phone,4,support,1,547,3.431140034,25,0,0,0,1,neutral,2,357,high,3
1000000104,Fri,5,100001,Small,1,ecommerce,2,Basic,1,87,APAC,3,2,0,billing,2,chat,3,support,1,3,0.461286895,0,0,0,0,1,neutral,2,383,low,1
1000000105,Tue,2,100021,Medium,2,ecommerce,2,Plus,2,999,EMEA,2,2,1,notifications,6,web,1,support,1,36,4.251950551,25,0,0,0,1,neutral,2,458,medium,2
1000000106,Fri,5,100007,Large,3,media,7,Enterprise,3,5757,AMER,1,6,2,mobile,3,chat,3,product_manager,3,1175,0.851997373,9,0,0,0,1,neutral,2,481,high,3
1000000107,Tue,2,100019,Small,1,ecommerce,2,Plus,2,332,AMER,1,3,1,analytics,5,phone,4,support,1,19,3.795200528,0,0,0,0,1,positive,3,338,low,1
1000000108,Thu,4,100020,Medium,2,gaming,4,Plus,2,481,AMER,1,5,4,mobile,3,chat,3,support,1,41,0,6,0,0,0,1,neutral,2,357,low,1
1000000109,Tue,2,100007,Large,3,media,7,Enterprise,3,5757,AMER,1,3,2,data_pipeline,4,email,2,devops,2,868,14.6500413,65,0,0,0,1,negative,1,566,high,3
1000000110,Mon,1,100021,Medium,2,ecommerce,2,Plus,2,999,EMEA,2,2,0,billing,2,chat,3,finance,4,327,3.010760207,0,0,0,0,1,neutral,2,422,medium,2
1000000111,Mon,1,100025,Medium,2,saas_b2b,3,Plus,2,547,EMEA,2,3,2,billing,2,email,2,support,1,16,4.867655451,0,0,0,0,1,negative,1,376,low,1
1000000112,Tue,2,100008,Small,1,media,7,Basic,1,82,APAC,3,1,1,analytics,5,web,1,support,1,0,0.391023716,0,0,0,0,1,neutral,2,271,low,1
1000000113,Mon,1,100010,Large,3,saas_b2b,3,Plus,2,5353,EMEA,2,8,2,auth,1,web,1,product_manager,3,1325,2.555228917,21,0,0,0,1,neutral,2,447,high,3
1000000114,Tue,2,100024,Medium,2,healthcare,5,Enterprise,3,572,EMEA,2,5,1,auth,1,chat,3,devops,2,290,2.195396736,0,0,0,0,1,neutral,2,414,medium,2
1000000115,Fri,5,100016,Medium,2,ecommerce,2,Basic,1,454,APAC,3,3,2,notifications,6,phone,4,devops,2,10,4.90083736,0,0,0,0,0,,0,285,low,1
1000000116,Mon,1,100007,Large,3,media,7,Enterprise,3,5757,AMER,1,10,3,notifications,6,phone,4,product_manager,3,322,6.700002184,0,0,0,0,1,neutral,2,519,medium,2
1000000117,Fri,5,100014,Small,1,fintech,1,Basic,1,133,EMEA,2,4,0,auth,1,web,1,support,1,16,2.318142288,0,0,0,0,0,neutral,2,187,low,1
1000000118,Fri,5,100003,Small,1,media,7,Plus,2,100,AMER,1,2,0,notifications,6,web,1,finance,4,2,3.899681741,0,0,0,0,0,neutral,2,287,low,1
1000000119,Fri,5,100019,Small,1,ecommerce,2,Plus,2,332,AMER,1,3,3,auth,1,chat,3,support,1,62,7.195287893,0,0,0,0,1,neutral,2,467,low,1
1000000120,Wed,3,100017,Small,1,saas_b2b,3,Basic,1,150,APAC,3,0,1,analytics,5,web,1,support,1,13,3.512581096,14,0,0,0,1,neutral,2,218,low,1
1000000121,Fri,5,100016,Medium,2,ecommerce,2,Basic,1,454,APAC,3,4,5,data_pipeline,4,email,2,support,1,22,10.79187905,0,0,0,0,0,neutral,2,278,low,1
1000000122,Thu,4,100012,Small,1,gaming,4,Basic,1,71,APAC,3,3,4,auth,1,chat,3,support,1,41,1.597470106,58,0,0,0,0,neutral,2,286,medium,2
1000000123,Wed,3,100005,Large,3,logistics,6,Plus,2,4799,EMEA,2,3,3,analytics,5,phone,4,support,1,61,1.328055527,0,0,0,0,1,neutral,2,315,low,1
1000000124,Tue,2,100014,Small,1,fintech,1,Basic,1,133,EMEA,2,5,0,notifications,6,web,1,support,1,31,5.618059485,19,0,0,0,0,neutral,2,237,medium,2
1000000125,Mon,1,100020,Medium,2,gaming,4,Plus,2,481,AMER,1,1,2,mobile,3,chat,3,support,1,17,7.222086615,0,0,0,0,0,negative,1,241,low,1
1000000126,Thu,4,100001,Small,1,ecommerce,2,Basic,1,87,APAC,3,5,2,notifications,6,chat,3,support,1,3,8.435846552,0,0,0,0,1,neutral,2,201,low,1
1000000127,Mon,1,100013,Medium,2,media,7,Plus,2,701,APAC,3,1,1,data_pipeline,4,phone,4,devops,2,73,0.209891392,0,0,0,0,1,neutral,2,395,low,1
1000000128,Thu,4,100005,Large,3,logistics,6,Plus,2,4799,AMER,1,7,2,mobile,3,chat,3,devops,2,289,11.46702724,0,0,0,0,1,negative,1,439,medium,2
1000000129,Wed,3,100025,Medium,2,saas_b2b,3,Plus,2,547,EMEA,2,4,3,mobile,3,chat,3,product_manager,3,0,7.991908763,0,0,0,0,1,neutral,2,306,low,1
1000000130,Wed,3,100015,Small,1,media,7,Basic,1,126,APAC,3,5,2,analytics,5,email,2,c_level,5,13,0.438828784,0,0,0,0,0,negative,1,323,low,1
1000000131,Wed,3,100017,Small,1,saas_b2b,3,Basic,1,150,APAC,3,1,1,billing,2,email,2,support,1,11,0,0,0,0,0,1,neutral,2,376,low,1
1000000132,Thu,4,100014,Small,1,fintech,1,Basic,1,133,EMEA,2,2,1,billing,2,email,2,support,1,36,3.395114754,23,0,0,0,0,negative,1,354,medium,2
1000000133,Fri,5,100025,Medium,2,saas_b2b,3,Plus,2,547,EMEA,2,2,0,notifications,6,email,2,support,1,31,2.816377721,28,0,0,0,1,neutral,2,376,medium,2
1000000134,Thu,4,100016,Medium,2,ecommerce,2,Basic,1,454,APAC,3,2,1,auth,1,chat,3,support,1,170,4.252998636,0,0,0,0,1,neutral,2,454,medium,2
1000000135,Fri,5,100009,Medium,2,media,7,Enterprise,3,639,EMEA,2,3,2,analytics,5,chat,3,devops,2,32,3.590618488,24,0,0,0,1,negative,1,252,medium,2
1000000136,Thu,4,100007,Large,3,media,7,Enterprise,3,5757,AMER,1,13,4,analytics,5,email,2,support,1,285,3.024261429,21,0,0,0,1,negative,1,399,high,3
1000000137,Mon,1,100021,Medium,2,ecommerce,2,Plus,2,999,EMEA,2,7,0,data_pipeline,4,email,2,devops,2,49,7.665482487,51,0,0,0,1,neutral,2,323,medium,2
1000000138,Wed,3,100009,Medium,2,media,7,Enterprise,3,639,EMEA,2,5,0,analytics,5,email,2,support,1,0,5.128732976,0,0,0,0,1,neutral,2,225,low,1
1000000139,Tue,2,100003,Small,1,media,7,Plus,2,100,AMER,1,2,0,notifications,6,email,2,support,1,5,1.399110309,0,0,0,0,1,neutral,2,373,low,1
1000000140,Tue,2,100004,Small,1,saas_b2b,3,Plus,2,118,APAC,3,0,3,auth,1,web,1,c_level,5,28,0.462850314,0,0,0,0,1,neutral,2,148,low,1
1000000141,Tue,2,100025,Medium,2,saas_b2b,3,Plus,2,547,EMEA,2,1,3,billing,2,web,1,support,1,9,2.522001221,0,0,0,0,0,neutral,2,341,low,1
1000000142,Thu,4,100020,Medium,2,gaming,4,Plus,2,481,AMER,1,2,1,mobile,3,web,1,product_manager,3,1,8.362351539,29,0,0,0,1,negative,1,279,low,1
1000000143,Fri,5,100001,Small,1,ecommerce,2,Basic,1,87,APAC,3,1,3,notifications,6,web,1,devops,2,9,19.18872255,0,0,0,0,0,neutral,2,371,low,1
1000000144,Thu,4,100002,Large,3,fintech,1,Enterprise,3,5223,AMER,1,4,3,billing,2,email,2,devops,2,1058,4.683955406,10,0,0,0,1,neutral,2,573,high,3
1000000145,Thu,4,100024,Medium,2,healthcare,5,Enterprise,3,572,EMEA,2,2,1,notifications,6,web,1,product_manager,3,42,2.582537146,0,0,0,0,1,neutral,2,411,low,1
1000000146,Thu,4,100016,Medium,2,ecommerce,2,Basic,1,454,APAC,3,0,1,billing,2,chat,3,support,1,6,12.32813747,35,0,0,0,0,negative,1,338,medium,2
1000000147,Tue,2,100002,Large,3,fintech,1,Enterprise,3,5223,AMER,1,9,1,notifications,6,phone,4,support,1,94,13.02131352,12,0,0,0,1,neutral,2,535,high,3
1000000148,Tue,2,100015,Small,1,media,7,Basic,1,126,APAC,3,1,1,notifications,6,chat,3,devops,2,19,3.951976109,0,0,0,0,0,neutral,2,528,low,1
1000000149,Wed,3,100005,Large,3,logistics,6,Plus,2,4799,AMER,1,7,1,mobile,3,web,1,devops,2,749,0.886044442,0,0,0,0,1,neutral,2,566,medium,2
