company_token,avg_error_rate_pct_gen,product_area,periodo_mes,avg_resolution_time_hours,deployment_failure_rate_pct,ticket_count,incident_count,avg_cpu_usage_pct,avg_availability_pct,rollback_count
aaf240cdc2c0,2.0,Analytics,2026-04,,0.0,2,0,54.09,97.691,0
aaf240cdc2c0,,Analytics,2026-04,2.41,100.0,2,1,,,1
aaf240cdc2c0,6.0,Analytics,2026-04,,0.0,1,0,73.69,96.222,0
aaf240cdc2c0,2.0,Analytics,2026-04,11.99,0.0,2,1,34.88,97.759,0
aaf240cdc2c0,5.0,Analytics,2026-04,,0.0,1,0,25.78,97.417,0
aaf240cdc2c0,8.0,Analytics,2026-04,,50.0,3,0,27.62,98.5935,1
aaf240cdc2c0,6.0,Analytics,2026-04,,,2,0,41.45,96.852,0
aaf240cdc2c0,,Analytics,2026-04,9.1,0.0,1,1,,,0
aaf240cdc2c0,7.0,Analytics,2026-04,,0.0,1,0,65.79,97.647,0
aaf240cdc2c0,6.0,Analytics,2026-04,,,1,0,23.05,99.19,0
aaf240cdc2c0,,Analytics,2026-04,,,1,0,,,0
aaf240cdc2c0,,Analytics,2026-04,,,1,0,,,0
aaf240cdc2c0,3.0,Analytics,2026-04,,,2,0,79.27,95.354,0
aaf240cdc2c0,,Analytics,2026-04,6.605,0.0,2,2,,,0
aaf240cdc2c0,5.0,Analytics,2026-04,,,3,0,70.3,99.947,0
aaf240cdc2c0,,Analytics,2026-04,,,2,0,,,0
aaf240cdc2c0,9.0,Analytics,2026-04,,,1,0,80.97,99.417,0
aaf240cdc2c0,,Analytics,2026-04,,0.0,1,0,,,0
aaf240cdc2c0,5.0,Analytics,2026-05,,,2,0,60.15,98.866,0
aaf240cdc2c0,5.0,Analytics,2026-05,,,1,0,29.89,95.439,0
aaf240cdc2c0,4.0,Analytics,2026-05,5.85,0.0,2,1,44.46,95.546,0
aaf240cdc2c0,0.0,Analytics,2026-05,4.42,50.0,2,2,27.55,99.839,1
aaf240cdc2c0,2.0,Analytics,2026-05,,,1,0,25.51,97.896,0
aaf240cdc2c0,,Analytics,2026-05,,,1,0,,,0
aaf240cdc2c0,2.0,Analytics,2026-05,,0.0,1,0,30.525,98.5345,0
aaf240cdc2c0,,Analytics,2026-05,,0.0,3,0,,,0
aaf240cdc2c0,6.0,Analytics,2026-05,,0.0,1,0,36.7,97.509,0
aaf240cdc2c0,4.0,Analytics,2026-05,,100.0,1,0,46.96,98.463,1
aaf240cdc2c0,,Analytics,2026-05,,0.0,1,0,,,0
aaf240cdc2c0,9.0,Analytics,2026-05,1.28,0.0,2,1,30.61,99.754,0
aaf240cdc2c0,,Analytics,2026-05,,,1,0,,,0
aaf240cdc2c0,1.0,Analytics,2026-05,,0.0,1,0,46.85,98.645,0
aaf240cdc2c0,,Analytics,2026-05,4.48,0.0,1,1,,,0
aaf240cdc2c0,,Analytics,2026-05,,0.0,1,0,,,0
aaf240cdc2c0,,Analytics,2026-05,,,3,0,,,0
aaf240cdc2c0,,Analytics,2026-05,,,1,0,,,0
aaf240cdc2c0,2.0,Analytics,2026-05,,,1,0,72.9,97.037,0
aaf240cdc2c0,5.0,Analytics,2026-05,,,1,0,33.669999999999995,97.94599999999998,0
aaf240cdc2c0,,Analytics,2026-05,,0.0,1,0,,,0
aaf240cdc2c0,2.0,Analytics,2026-05,,0.0,1,0,63.39,95.319,0
aaf240cdc2c0,,Analytics,2026-05,,,1,0,,,0
aaf240cdc2c0,,Analytics,2026-06,6.91,0.0,3,1,,,0
aaf240cdc2c0,,Analytics,2026-06,,0.0,1,0,,,0
aaf240cdc2c0,,Analytics,2026-06,,,2,0,,,0
aaf240cdc2c0,1.0,Analytics,2026-06,,,3,0,81.42,97.705,0
aaf240cdc2c0,,Analytics,2026-06,,,1,0,,,0
aaf240cdc2c0,,Analytics,2026-06,,,1,0,,,0
aaf240cdc2c0,7.0,Analytics,2026-06,10.07,0.0,2,1,77.08,95.52,0
aaf240cdc2c0,1.0,Analytics,2026-06,,0.0,1,0,46.16,99.28,0
aaf240cdc2c0,,Analytics,2026-06,,,2,0,,,0
aaf240cdc2c0,,Analytics,2026-06,6.23,0.0,1,1,,,0
aaf240cdc2c0,6.0,Analytics,2026-06,0.55,0.0,3,1,64.11,97.69,0
aaf240cdc2c0,8.0,Analytics,2026-06,,0.0,2,0,71.92,99.197,0
aaf240cdc2c0,,Analytics,2026-06,,,1,0,,,0
aaf240cdc2c0,,Analytics,2026-06,1.13,0.0,1,1,,,0
aaf240cdc2c0,4.0,Analytics,2026-06,,,4,0,74.825,96.3935,0
aaf240cdc2c0,6.0,Analytics,2026-06,,,1,0,65.24000000000001,98.464,0
aaf240cdc2c0,1.0,Analytics,2026-06,,,1,0,66.11,97.456,0
aaf240cdc2c0,1.0,Analytics,2026-06,,,1,0,79.1,99.4345,0
aaf240cdc2c0,,Analytics,2026-06,3.65,0.0,1,1,,,0
aaf240cdc2c0,,Analytics,2026-06,,0.0,3,0,,,0
aaf240cdc2c0,,Analytics,2026-06,,0.0,2,0,,,0
aaf240cdc2c0,6.0,Analytics,2026-06,,100.0,1,0,42.19,97.676,1
aaf240cdc2c0,,Auth,2026-01,,,2,0,,,0
aaf240cdc2c0,,Auth,2026-01,,,1,0,,,0
aaf240cdc2c0,9.0,Auth,2026-01,,,1,0,36.86,97.727,0
aaf240cdc2c0,1.0,Auth,2026-01,,,2,0,24.85,97.687,0
aaf240cdc2c0,,Auth,2026-01,,,2,0,,,0
aaf240cdc2c0,,Auth,2026-01,,,5,0,,,0
aaf240cdc2c0,,Auth,2026-01,5.98,0.0,1,1,,,0
aaf240cdc2c0,2.0,Auth,2026-01,,0.0,1,0,69.44,95.642,0
aaf240cdc2c0,,Auth,2026-01,,,1,0,,,0
aaf240cdc2c0,,Auth,2026-01,4.3,0.0,1,1,,,0
aaf240cdc2c0,6.0,Auth,2026-01,,,3,0,90.92,96.333,0
aaf240cdc2c0,,Auth,2026-01,,0.0,1,0,,,0
aaf240cdc2c0,3.0,Auth,2026-01,,0.0,3,0,67.35,99.078,0
aaf240cdc2c0,5.0,Auth,2026-01,,0.0,1,0,59.28333333333333,98.47566666666668,0
aaf240cdc2c0,,Auth,2026-01,,0.0,4,0,,,0
aaf240cdc2c0,,Auth,2026-01,,,1,0,,,0
aaf240cdc2c0,2.0,Auth,2026-01,6.36,0.0,1,1,62.57,95.55,0
aaf240cdc2c0,,Auth,2026-01,,0.0,1,0,,,0
aaf240cdc2c0,,Auth,2026-01,7.68,0.0,2,1,,,0
aaf240cdc2c0,6.0,Auth,2026-01,,,2,0,79.6,97.1445,0
aaf240cdc2c0,,Auth,2026-01,,50.0,1,0,,,1
aaf240cdc2c0,,Auth,2026-01,,0.0,2,0,,,0
aaf240cdc2c0,,Auth,2026-01,11.95,100.0,1,1,,,1
aaf240cdc2c0,8.0,Auth,2026-01,,,4,0,71.255,96.065,0
aaf240cdc2c0,,Auth,2026-02,,,2,0,,,0
aaf240cdc2c0,,Auth,2026-02,,,1,0,,,0
aaf240cdc2c0,,Auth,2026-02,11.38,50.0,1,1,,,1
aaf240cdc2c0,9.0,Auth,2026-02,1.12,100.0,3,1,47.73,97.2,1
aaf240cdc2c0,,Auth,2026-02,1.7,0.0,4,1,,,0
aaf240cdc2c0,4.0,Auth,2026-02,,,1,0,24.76,98.874,0
aaf240cdc2c0,1.0,Auth,2026-02,,0.0,2,0,75.76,99.622,0
aaf240cdc2c0,,Auth,2026-02,,,1,0,,,0
aaf240cdc2c0,3.0,Auth,2026-02,,0.0,3,0,36.13,96.18,0
aaf240cdc2c0,,Auth,2026-02,,,1,0,,,0
aaf240cdc2c0,5.0,Auth,2026-02,,0.0,1,0,31.26,95.702,0
aaf240cdc2c0,8.0,Auth,2026-02,,0.0,1,0,57.86,98.6135,0
aaf240cdc2c0,,Auth,2026-02,,,2,0,,,0
aaf240cdc2c0,5.0,Auth,2026-02,10.97,50.0,3,1,79.36333333333333,98.60533333333332,1
aaf240cdc2c0,5.0,Auth,2026-02,10.81,0.0,2,1,49.35,96.816,0
aaf240cdc2c0,2.0,Auth,2026-02,,0.0,1,0,23.69,98.839,0
aaf240cdc2c0,,Auth,2026-02,,0.0,1,0,,,0
aaf240cdc2c0,,Auth,2026-02,,,1,0,,,0
aaf240cdc2c0,,Auth,2026-02,,0.0,2,0,,,0
aaf240cdc2c0,,Auth,2026-03,,,2,0,,,0
aaf240cdc2c0,5.0,Auth,2026-03,,,1,0,94.52,96.376,0
aaf240cdc2c0,,Auth,2026-03,,,1,0,,,0
aaf240cdc2c0,,Auth,2026-03,,100.0,2,0,,,1
aaf240cdc2c0,8.0,Auth,2026-03,,0.0,3,0,45.475,96.325,0
aaf240cdc2c0,5.0,Auth,2026-03,10.57,0.0,2,1,67.13499999999999,98.848,0
aaf240cdc2c0,9.0,Auth,2026-03,,0.0,1,0,89.08,97.713,0
aaf240cdc2c0,4.0,Auth,2026-03,,,2,0,51.99,97.27325,0
aaf240cdc2c0,,Auth,2026-03,,,3,0,,,0
aaf240cdc2c0,6.0,Auth,2026-03,,,3,0,52.665,98.354,0
aaf240cdc2c0,0.0,Auth,2026-03,,,1,0,74.4,99.09,0
aaf240cdc2c0,4.0,Auth,2026-03,9.49,0.0,1,1,24.9,98.994,0
aaf240cdc2c0,1.0,Auth,2026-03,,,2,0,30.19,99.107,0
aaf240cdc2c0,,Auth,2026-03,,,2,0,,,0
aaf240cdc2c0,,Auth,2026-03,5.21,66.66666666666666,1,1,,,2
aaf240cdc2c0,,Auth,2026-03,,0.0,5,0,,,0
aaf240cdc2c0,4.0,Auth,2026-03,,,1,0,49.91,99.715,0
aaf240cdc2c0,5.0,Auth,2026-03,7.46,0.0,1,1,82.96,95.998,0
aaf240cdc2c0,3.0,Auth,2026-03,,,3,0,47.42,98.263,0
aaf240cdc2c0,,Auth,2026-03,,0.0,2,0,,,0
aaf240cdc2c0,7.0,Auth,2026-03,,,2,0,33.58,99.053,0
aaf240cdc2c0,8.0,Auth,2026-03,,0.0,2,0,24.87,97.804,0
aaf240cdc2c0,0.0,Auth,2026-03,,,4,0,30.16,98.362,0
aaf240cdc2c0,3.0,Auth,2026-03,,,3,0,50.91,99.937,0
aaf240cdc2c0,5.0,Auth,2026-03,5.48,0.0,1,1,54.25,98.382,0
aaf240cdc2c0,4.0,Auth,2026-03,10.92,0.0,1,1,77.98,97.338,0
aaf240cdc2c0,,Auth,2026-04,,,1,0,,,0
aaf240cdc2c0,6.0,Auth,2026-04,,,2,0,52.52,98.951,0
aaf240cdc2c0,,Auth,2026-04,7.49,0.0,3,1,,,0
aaf240cdc2c0,5.0,Auth,2026-04,0.64,50.0,1,1,57.71,95.541,1
aaf240cdc2c0,,Auth,2026-04,,,2,0,,,0
aaf240cdc2c0,3.0,Auth,2026-04,,0.0,2,0,77.82,96.45,0
aaf240cdc2c0,,Auth,2026-04,,50.0,1,0,,,1
aaf240cdc2c0,,Auth,2026-04,1.23,100.0,1,1,,,1
aaf240cdc2c0,,Auth,2026-04,,50.0,2,0,,,1
aaf240cdc2c0,6.0,Auth,2026-04,,,2,0,47.97,98.3415,0
aaf240cdc2c0,,Auth,2026-04,,0.0,2,0,,,0
aaf240cdc2c0,,Auth,2026-04,,0.0,6,0,,,0
aaf240cdc2c0,,Auth,2026-04,,0.0,3,0,,,0
aaf240cdc2c0,1.0,Auth,2026-04,,,1,0,64.5,97.833,0
aaf240cdc2c0,10.0,Auth,2026-04,,,1,0,20.56,99.689,0
aaf240cdc2c0,,Auth,2026-04,,0.0,1,0,,,0
aaf240cdc2c0,4.0,Auth,2026-04,,,3,0,57.98,96.856,0
aaf240cdc2c0,,Auth,2026-04,,,1,0,,,0
aaf240cdc2c0,6.0,Auth,2026-04,,0.0,3,0,58.16,98.329,0
aaf240cdc2c0,,Auth,2026-04,,,1,0,,,0
aaf240cdc2c0,5.0,Auth,2026-04,,,3,0,37.72,99.409,0
aaf240cdc2c0,6.0,Auth,2026-04,10.64,0.0,1,1,43.72,96.3815,0
aaf240cdc2c0,6.0,Auth,2026-04,,100.0,1,0,69.1,97.514,1
aaf240cdc2c0,8.0,Auth,2026-05,,,2,0,68.65,99.798,0
aaf240cdc2c0,,Auth,2026-05,,0.0,2,0,,,0
aaf240cdc2c0,2.0,Auth,2026-05,,0.0,2,0,36.875,97.527,0
aaf240cdc2c0,,Auth,2026-05,,0.0,2,0,,,0
aaf240cdc2c0,0.0,Auth,2026-05,,,2,0,23.6,95.044,0
aaf240cdc2c0,9.0,Auth,2026-05,,,1,0,53.69,97.189,0
aaf240cdc2c0,,Auth,2026-05,10.39,0.0,2,1,,,0
aaf240cdc2c0,9.0,Auth,2026-05,,,2,0,62.96,96.725,0
aaf240cdc2c0,8.0,Auth,2026-05,,,1,0,63.55,95.046,0
aaf240cdc2c0,,Auth,2026-05,,0.0,5,0,,,0
aaf240cdc2c0,0.0,Auth,2026-05,9.16,50.0,2,2,88.82,98.889,1
aaf240cdc2c0,,Auth,2026-05,,0.0,3,0,,,0
aaf240cdc2c0,6.0,Auth,2026-05,,,1,0,67.07,96.009,0
aaf240cdc2c0,,Auth,2026-05,,,2,0,,,0
aaf240cdc2c0,,Auth,2026-05,7.38,0.0,2,1,,,0
aaf240cdc2c0,,Auth,2026-05,,0.0,1,0,,,0
aaf240cdc2c0,,Auth,2026-05,,0.0,2,0,,,0
aaf240cdc2c0,7.0,Auth,2026-05,,,2,0,59.355,97.5595,0
aaf240cdc2c0,,Auth,2026-05,,0.0,3,0,,,0
aaf240cdc2c0,5.0,Auth,2026-05,,,1,0,72.70666666666666,99.44266666666664,0
aaf240cdc2c0,4.0,Auth,2026-05,,,1,0,41.33,98.952,0
aaf240cdc2c0,0.0,Auth,2026-05,,,1,0,87.23,96.485,0
aaf240cdc2c0,,Auth,2026-06,,,3,0,,,0
aaf240cdc2c0,7.0,Auth,2026-06,,100.0,3,0,61.376666666666665,96.282,1
aaf240cdc2c0,,Auth,2026-06,,,3,0,,,0
aaf240cdc2c0,,Auth,2026-06,,100.0,2,0,,,1
aaf240cdc2c0,3.0,Auth,2026-06,,,1,0,41.54666666666667,96.96733333333331,0
aaf240cdc2c0,,Auth,2026-06,2.53,0.0,2,1,,,0
aaf240cdc2c0,,Auth,2026-06,,,1,0,,,0
aaf240cdc2c0,4.0,Auth,2026-06,,,1,0,29.27,96.248,0
aaf240cdc2c0,7.0,Auth,2026-06,3.08,0.0,1,1,62.07,99.96,0
aaf240cdc2c0,,Auth,2026-06,,0.0,1,0,,,0
aaf240cdc2c0,,Auth,2026-06,,,1,0,,,0
aaf240cdc2c0,8.0,Auth,2026-06,,100.0,2,0,28.97,96.099,1
aaf240cdc2c0,5.0,Auth,2026-06,,,1,0,91.93,95.962,0
aaf240cdc2c0,6.0,Auth,2026-06,,0.0,4,0,56.405,95.4945,0
aaf240cdc2c0,,Auth,2026-06,2.45,0.0,5,1,,,0
aaf240cdc2c0,,Auth,2026-06,,,3,0,,,0
aaf240cdc2c0,6.0,Auth,2026-06,,100.0,3,0,46.8,95.051,1
aaf240cdc2c0,3.0,Auth,2026-06,,,5,0,74.6,96.30325,0
aaf240cdc2c0,6.0,Auth,2026-06,,,1,0,42.3,99.088,0
aaf240cdc2c0,6.0,Auth,2026-06,,,6,0,49.15,99.485,0
aaf240cdc2c0,2.0,Auth,2026-06,,0.0,1,0,50.48,95.54,0
aaf240cdc2c0,7.0,Auth,2026-06,11.08,0.0,1,1,38.86,97.981,0
aaf240cdc2c0,4.0,Auth,2026-06,6.31,0.0,2,1,52.115,99.274,0
aaf240cdc2c0,,Auth,2026-06,,0.0,2,0,,,0
aaf240cdc2c0,2.0,Auth,2026-06,,50.0,2,0,51.09,97.365,1
aaf240cdc2c0,7.0,Billing,2026-01,,,1,0,54.53,95.4035,0
aaf240cdc2c0,,Billing,2026-01,,,3,0,,,0
aaf240cdc2c0,,Billing,2026-01,,,1,0,,,0
aaf240cdc2c0,0.0,Billing,2026-01,,,5,0,38.32,95.357,0
aaf240cdc2c0,6.0,Billing,2026-01,,,2,0,37.02333333333333,98.78766666666668,0
aaf240cdc2c0,,Billing,2026-01,1.2,100.0,2,1,,,1
aaf240cdc2c0,5.0,Billing,2026-01,,,1,0,72.66,96.563,0
aaf240cdc2c0,3.0,Billing,2026-01,,,1,0,36.14,98.222,0
aaf240cdc2c0,3.0,Billing,2026-01,,,1,0,30.68,98.8385,0
aaf240cdc2c0,4.0,Billing,2026-01,,,2,0,32.14,96.14,0
aaf240cdc2c0,,Billing,2026-01,,,2,0,,,0
aaf240cdc2c0,1.0,Billing,2026-01,1.45,0.0,4,1,55.87,95.735,0
aaf240cdc2c0,6.0,Billing,2026-01,,0.0,1,0,81.73,95.875,0
aaf240cdc2c0,,Billing,2026-01,,0.0,3,0,,,0
aaf240cdc2c0,,Billing,2026-01,3.31,0.0,4,1,,,0
aaf240cdc2c0,6.0,Billing,2026-01,,,3,0,61.95666666666667,98.813,0
aaf240cdc2c0,,Billing,2026-01,,,2,0,,,0
aaf240cdc2c0,8.0,Billing,2026-01,,,1,0,60.91,98.066,0
aaf240cdc2c0,,Billing,2026-01,,100.0,4,0,,,1
aaf240cdc2c0,5.0,Billing,2026-01,,0.0,2,0,63.92,97.337,0
aaf240cdc2c0,1.0,Billing,2026-01,1.58,100.0,1,1,47.27,97.534,1
aaf240cdc2c0,9.0,Billing,2026-01,,0.0,2,0,46.13,98.027,0
aaf240cdc2c0,,Billing,2026-01,,0.0,1,0,,,0
aaf240cdc2c0,4.0,Billing,2026-01,,0.0,2,0,49.5,97.485,0
aaf240cdc2c0,,Billing,2026-01,,,3,0,,,0
aaf240cdc2c0,,Billing,2026-01,,,4,0,,,0
aaf240cdc2c0,,Billing,2026-01,3.47,0.0,2,1,,,0
aaf240cdc2c0,6.0,Billing,2026-01,9.87,0.0,5,1,61.11,97.082,0
aaf240cdc2c0,2.0,Billing,2026-02,,,2,0,30.15,95.022,0
aaf240cdc2c0,2.0,Billing,2026-02,,,2,0,60.69,98.863,0
aaf240cdc2c0,3.0,Billing,2026-02,,,2,0,62.870000000000005,98.915,0
aaf240cdc2c0,10.0,Billing,2026-02,,,1,0,61.92,95.341,0
aaf240cdc2c0,,Billing,2026-02,,,1,0,,,0
aaf240cdc2c0,10.0,Billing,2026-02,,0.0,2,0,89.22,95.774,0
aaf240cdc2c0,1.0,Billing,2026-02,,,2,0,78.74,98.193,0
aaf240cdc2c0,3.0,Billing,2026-02,4.78,0.0,4,1,67.8,99.075,0
aaf240cdc2c0,1.0,Billing,2026-02,,,4,0,36.63,99.252,0
aaf240cdc2c0,7.0,Billing,2026-02,,0.0,2,0,54.58500000000001,97.131,0
aaf240cdc2c0,,Billing,2026-02,,100.0,2,0,,,1
aaf240cdc2c0,10.0,Billing,2026-02,,0.0,1,0,71.79,99.878,0
aaf240cdc2c0,,Billing,2026-02,6.72,0.0,1,1,,,0
aaf240cdc2c0,,Billing,2026-02,5.965,0.0,3,2,,,0
aaf240cdc2c0,,Billing,2026-02,,100.0,2,0,,,1
aaf240cdc2c0,8.0,Billing,2026-02,,,1,0,58.74,99.797,0
aaf240cdc2c0,,Billing,2026-02,,,2,0,,,0
aaf240cdc2c0,,Billing,2026-02,,,2,0,,,0
aaf240cdc2c0,7.0,Billing,2026-02,,,2,0,48.19,96.342,0
aaf240cdc2c0,,Billing,2026-02,,,1,0,,,0
aaf240cdc2c0,,Billing,2026-02,,,1,0,,,0
aaf240cdc2c0,1.0,Billing,2026-02,,,2,0,75.17,99.556,0
aaf240cdc2c0,,Billing,2026-02,,0.0,2,0,,,0
aaf240cdc2c0,,Billing,2026-03,,,4,0,,,0
aaf240cdc2c0,,Billing,2026-03,,,1,0,,,0
aaf240cdc2c0,4.0,Billing,2026-03,,0.0,1,0,69.66,96.492,0
aaf240cdc2c0,,Billing,2026-03,,0.0,3,0,,,0
aaf240cdc2c0,,Billing,2026-03,,,5,0,,,0
aaf240cdc2c0,7.0,Billing,2026-03,,0.0,1,0,80.29,97.063,0
aaf240cdc2c0,5.0,Billing,2026-03,,0.0,2,0,67.67,99.1315,0
aaf240cdc2c0,7.0,Billing,2026-03,,,1,0,52.635000000000005,96.5455,0
aaf240cdc2c0,6.0,Billing,2026-03,,,1,0,29.55,98.72,0
aaf240cdc2c0,4.0,Billing,2026-03,9.635000000000002,0.0,3,2,34.32,95.002,0
aaf240cdc2c0,2.0,Billing,2026-03,,,3,0,24.26,95.671,0
aaf240cdc2c0,4.0,Billing,2026-03,,,1,0,33.685,96.7975,0
aaf240cdc2c0,8.0,Billing,2026-03,,,1,0,85.5,99.831,0
aaf240cdc2c0,9.0,Billing,2026-03,,,1,0,40.58,99.62,0
aaf240cdc2c0,,Billing,2026-03,,,6,0,,,0
aaf240cdc2c0,9.0,Billing,2026-03,,,2,0,70.13,98.0555,0
aaf240cdc2c0,,Billing,2026-03,,0.0,2,0,,,0
aaf240cdc2c0,5.0,Billing,2026-03,,,2,0,60.645,95.1115,0
aaf240cdc2c0,2.0,Billing,2026-03,,,1,0,49.86,98.175,0
aaf240cdc2c0,0.0,Billing,2026-03,,,2,0,57.08,97.606,0
aaf240cdc2c0,4.0,Billing,2026-03,,0.0,3,0,59.545,95.9525,0
aaf240cdc2c0,7.0,Billing,2026-03,0.77,0.0,2,1,46.68,98.179,0
aaf240cdc2c0,8.0,Billing,2026-03,,0.0,2,0,94.13,96.745,0
aaf240cdc2c0,6.0,Billing,2026-03,,,2,0,54.65,97.584,0
aaf240cdc2c0,,Billing,2026-03,,0.0,2,0,,,0
aaf240cdc2c0,6.0,Billing,2026-03,,,1,0,43.25,99.3505,0
aaf240cdc2c0,1.0,Billing,2026-04,10.65,0.0,1,1,66.85,97.898,0
aaf240cdc2c0,9.0,Billing,2026-04,,0.0,4,0,80.24,97.598,0
aaf240cdc2c0,,Billing,2026-04,10.68,0.0,1,1,,,0
aaf240cdc2c0,5.0,Billing,2026-04,,0.0,5,0,41.21,99.711,0
aaf240cdc2c0,1.0,Billing,2026-04,,,3,0,53.93,99.843,0
aaf240cdc2c0,7.0,Billing,2026-04,,0.0,4,0,58.61,97.046,0
aaf240cdc2c0,,Billing,2026-04,5.95,0.0,2,1,,,0
aaf240cdc2c0,,Billing,2026-04,,0.0,2,0,,,0
aaf240cdc2c0,8.0,Billing,2026-04,,,1,0,86.945,98.0325,0
aaf240cdc2c0,,Billing,2026-04,,,2,0,,,0
aaf240cdc2c0,7.0,Billing,2026-04,,,3,0,58.60666666666666,98.251,0
aaf240cdc2c0,,Billing,2026-04,,,2,0,,,0
